# Объекты-потребители, тепло которых учитывается в зачёт котельной.
#
# Зачем: у части котельных тепловой счётчик стоит не на выходе, а у одного
# из потребителей. Тогда КПД занижается — часть отпущенного тепла учтена
# на отдельном объекте учёта.
#
# ВАЖНО: единого правила нет, проверено на данных за 13–19.01.2026.
#   №19 Вязники Советская: без потребителя 55 %, с №50 — 94 %  (складывать нужно)
#   №1  Добрынское:        без потребителя 87 %, с №49 — 115 % (складывать нельзя)
# Поэтому каждая связь добавляется только после подтверждения заказчиком.
#
# Формат: номер котельной ; номера потребителей через запятую ; основание
boiler_number;consumer_numbers;comment
19;50;объект назван «Советская_ОРИОН (потребитель)», адрес котельной — ул. Советская д.78, КПД 55%→94%; ожидает подтверждения заказчика
